,pref_voter_id,year,race,first_report_seen,vote_rank,candidate
81,1479,2019,BOS,1,"[1, 2]","['RYAN LAM', 'VALLIE BROWN']"
82,1533,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', 'VALLIE BROWN', ""NOMVULA O'MEARA""]"
83,1541,2019,BOS,1,[1],['VALLIE BROWN']
84,1544,2019,BOS,1,[1],['VALLIE BROWN']
85,1608,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
86,1610,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', 'VALLIE BROWN', ""NOMVULA O'MEARA""]"
87,1697,2019,BOS,1,[1],['VALLIE BROWN']
88,1699,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
89,1705,2019,BOS,1,[1],['VALLIE BROWN']
90,1752,2019,BOS,1,[1],['VALLIE BROWN']
91,1809,2019,BOS,1,"[1, 2, 3, 4]","['RYAN LAM', 'DEAN PRESTON', ""NOMVULA O'MEARA"", 'VALLIE BROWN']"
92,1854,2019,BOS,1,"[1, 2, 3]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM']"
93,1858,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA""]"
94,1864,2019,BOS,1,[1],['RYAN LAM']
95,1899,2019,BOS,1,[1],['RYAN LAM']
96,1925,2019,BOS,1,"[1, 2]","['DEAN PRESTON', ""NOMVULA O'MEARA""]"
97,1944,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
98,1963,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA""]"
99,1965,2019,BOS,1,[1],['DEAN PRESTON']
100,1973,2019,BOS,1,"[1, 2]","['VALLIE BROWN', ""NOMVULA O'MEARA""]"
101,1988,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', 'DEAN PRESTON', ""NOMVULA O'MEARA""]"
102,1997,2019,BOS,1,[1],['DEAN PRESTON']
103,2044,2019,BOS,1,[1],['VALLIE BROWN']
104,2049,2019,BOS,1,[1],['VALLIE BROWN']
105,2071,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'RYAN LAM']"
106,2090,2019,BOS,1,"[1, 2, 3]","['VALLIE BROWN', ""NOMVULA O'MEARA"", 'RYAN LAM']"
107,2093,2019,BOS,1,[1],['VALLIE BROWN']
108,2101,2019,BOS,1,[1],['DEAN PRESTON']
109,2115,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
110,2116,2019,BOS,1,[1],['VALLIE BROWN']
111,2168,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
112,2214,2019,BOS,1,"[1, 2, 3]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM']"
113,2282,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM', 'VALLIE BROWN']"
114,2298,2019,BOS,1,[1],['DEAN PRESTON']
115,2302,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA"", 'VALLIE BROWN']"
116,2308,2019,BOS,1,"[1, 2, 3]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM']"
117,2312,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', 'VALLIE BROWN', ""NOMVULA O'MEARA""]"
118,2320,2019,BOS,1,[1],['VALLIE BROWN']
119,2340,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
120,2406,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM']"
121,2418,2019,BOS,1,[1],['DEAN PRESTON']
122,2437,2019,BOS,1,"[1, 2, 3]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM']"
123,2477,2019,BOS,1,"[1, 2, 3]","['DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
124,2480,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', 'VALLIE BROWN', ""NOMVULA O'MEARA""]"
125,2492,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', ""NOMVULA O'MEARA"", 'RYAN LAM', 'DEAN PRESTON']"
126,2505,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', 'VALLIE BROWN', ""NOMVULA O'MEARA""]"
127,2581,2019,BOS,1,"[1, 2, 3, 4]","['RYAN LAM', ""NOMVULA O'MEARA"", 'DEAN PRESTON', 'VALLIE BROWN']"
128,2591,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA""]"
129,2595,2019,BOS,1,[1],['VALLIE BROWN']
130,2616,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
131,2631,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA"", 'DEAN PRESTON']"
132,2642,2019,BOS,1,[1],['DEAN PRESTON']
133,2726,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA""]"
134,2754,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', 'DEAN PRESTON', ""NOMVULA O'MEARA""]"
135,2802,2019,BOS,1,[1],['DEAN PRESTON']
136,2806,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', ""NOMVULA O'MEARA"", 'DEAN PRESTON', 'RYAN LAM']"
137,2816,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
138,2849,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM']"
139,2871,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA""]"
140,2903,2019,BOS,1,[1],['RYAN LAM']
141,2957,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', ""NOMVULA O'MEARA"", 'RYAN LAM', 'DEAN PRESTON']"
142,2979,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
143,3045,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
144,3075,2019,BOS,1,[1],['VALLIE BROWN']
145,3089,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
146,3185,2019,BOS,1,[1],['DEAN PRESTON']
147,3209,2019,BOS,1,"[1, 2, 3]","['DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM']"
148,3215,2019,BOS,1,[1],['DEAN PRESTON']
149,3222,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', ""NOMVULA O'MEARA"", 'RYAN LAM', 'DEAN PRESTON']"
150,3268,2019,BOS,1,[1],['DEAN PRESTON']
151,3290,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', ""NOMVULA O'MEARA"", 'RYAN LAM', 'DEAN PRESTON']"
152,3306,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM']"
153,3311,2019,BOS,1,[1],['VALLIE BROWN']
154,3330,2019,BOS,1,[1],['VALLIE BROWN']
155,3350,2019,BOS,1,[1],['VALLIE BROWN']
156,3364,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
157,3366,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
158,3381,2019,BOS,1,[1],['VALLIE BROWN']
159,3394,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
160,3413,2019,BOS,1,[1],['RYAN LAM']
161,3417,2019,BOS,1,[1],['DEAN PRESTON']
162,3421,2019,BOS,1,"[1, 2]","['RYAN LAM', ""NOMVULA O'MEARA""]"
163,3428,2019,BOS,1,[1],['VALLIE BROWN']
164,3439,2019,BOS,1,[1],['VALLIE BROWN']
165,3465,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA"", 'DEAN PRESTON']"
166,3466,2019,BOS,1,"[1, 2]","['VALLIE BROWN', ""NOMVULA O'MEARA""]"
167,3467,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
168,3510,2019,BOS,1,"[1, 2, 3]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA""]"
169,3512,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
170,3514,2019,BOS,1,[1],['VALLIE BROWN']
171,3516,2019,BOS,1,[1],['VALLIE BROWN']
172,3521,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM']"
173,3530,2019,BOS,1,[1],['DEAN PRESTON']
174,3532,2019,BOS,1,[1],['VALLIE BROWN']
175,3545,2019,BOS,1,[1],['VALLIE BROWN']
176,3547,2019,BOS,1,[1],['DEAN PRESTON']
177,3552,2019,BOS,1,[1],['VALLIE BROWN']
178,3553,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
179,3557,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
180,3559,2019,BOS,1,[1],['VALLIE BROWN']
181,3600,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
182,3602,2019,BOS,1,[1],['VALLIE BROWN']
183,3611,2019,BOS,1,[1],['VALLIE BROWN']
184,3613,2019,BOS,1,[1],['DEAN PRESTON']
185,3618,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
186,3643,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA"", 'DEAN PRESTON']"
187,3646,2019,BOS,1,[1],['VALLIE BROWN']
188,3647,2019,BOS,1,[1],['DEAN PRESTON']
189,3696,2019,BOS,1,[1],['DEAN PRESTON']
190,3705,2019,BOS,1,[1],['DEAN PRESTON']
191,3744,2019,BOS,1,[1],['VALLIE BROWN']
192,3746,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA""]"
193,3759,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
194,3772,2019,BOS,1,[1],['VALLIE BROWN']
195,3798,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
196,3843,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
197,3897,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', ""NOMVULA O'MEARA"", 'DEAN PRESTON', 'RYAN LAM']"
198,3903,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', 'DEAN PRESTON', ""NOMVULA O'MEARA""]"
199,3932,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
200,3973,2019,BOS,1,[1],['VALLIE BROWN']
201,3978,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA"", 'DEAN PRESTON']"
202,4009,2019,BOS,1,[1],['VALLIE BROWN']
203,4047,2019,BOS,1,[1],['DEAN PRESTON']
204,4051,2019,BOS,1,[1],['DEAN PRESTON']
205,4056,2019,BOS,1,[1],['VALLIE BROWN']
206,4062,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA"", 'VALLIE BROWN']"
207,4067,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'VALLIE BROWN', ""NOMVULA O'MEARA"", 'RYAN LAM']"
208,4070,2019,BOS,1,"[1, 2, 3]","['DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
209,4114,2019,BOS,1,[1],['VALLIE BROWN']
210,4143,2019,BOS,1,[1],['DEAN PRESTON']
211,4145,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
212,4275,2019,BOS,1,[1],['DEAN PRESTON']
213,4285,2019,BOS,1,[1],['VALLIE BROWN']
214,4296,2019,BOS,1,[1],['DEAN PRESTON']
215,4307,2019,BOS,1,"[1, 2, 3]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM']"
216,4311,2019,BOS,1,[1],['DEAN PRESTON']
217,4313,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
218,4317,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA"", 'DEAN PRESTON']"
219,4322,2019,BOS,1,[1],['DEAN PRESTON']
220,4323,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM', 'VALLIE BROWN']"
221,4343,2019,BOS,1,[1],['DEAN PRESTON']
222,4348,2019,BOS,1,"[1, 2, 3]","['VALLIE BROWN', 'RYAN LAM', 'DEAN PRESTON']"
223,4354,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', 'DEAN PRESTON', ""NOMVULA O'MEARA""]"
224,4441,2019,BOS,1,[1],['DEAN PRESTON']
225,4443,2019,BOS,1,[1],['DEAN PRESTON']
226,4501,2019,BOS,1,[1],['VALLIE BROWN']
227,4503,2019,BOS,1,[1],['VALLIE BROWN']
228,4593,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
229,4605,2019,BOS,1,[1],['DEAN PRESTON']
230,4615,2019,BOS,1,"[1, 2, 3]","['DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM']"
231,4679,2019,BOS,1,[1],['DEAN PRESTON']
232,4687,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA"", 'VALLIE BROWN']"
233,4696,2019,BOS,1,[1],['DEAN PRESTON']
234,4699,2019,BOS,1,[1],['DEAN PRESTON']
235,4711,2019,BOS,1,[1],['VALLIE BROWN']
236,4763,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', ""NOMVULA O'MEARA"", 'RYAN LAM', 'DEAN PRESTON']"
237,4783,2019,BOS,1,"[1, 2, 3, 4]","['RYAN LAM', 'DEAN PRESTON', ""NOMVULA O'MEARA"", 'VALLIE BROWN']"
238,4795,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
239,4820,2019,BOS,1,"[1, 2, 3]","['DEAN PRESTON', 'VALLIE BROWN', ""NOMVULA O'MEARA""]"
240,4848,2019,BOS,1,"[1, 2, 3]","[""NOMVULA O'MEARA"", 'RYAN LAM', 'DEAN PRESTON']"
241,4851,2019,BOS,1,"[1, 2, 3]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA""]"
242,4915,2019,BOS,1,"[1, 2]","['DEAN PRESTON', 'VALLIE BROWN']"
243,4971,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM', 'VALLIE BROWN']"
244,4975,2019,BOS,1,[1],['VALLIE BROWN']
245,4992,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM']"
246,5010,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA"", 'VALLIE BROWN']"
247,5019,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA"", 'DEAN PRESTON']"
248,5023,2019,BOS,1,[1],['DEAN PRESTON']
249,5049,2019,BOS,1,"[1, 2, 3]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM']"
250,5066,2019,BOS,1,[1],['DEAN PRESTON']
251,5076,2019,BOS,1,[1],['DEAN PRESTON']
252,5105,2019,BOS,1,[1],['DEAN PRESTON']
253,5135,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA"", 'VALLIE BROWN']"
254,5180,2019,BOS,1,[1],['DEAN PRESTON']
255,5253,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', 'DEAN PRESTON', ""NOMVULA O'MEARA""]"
256,5260,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA"", 'DEAN PRESTON']"
257,5268,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', ""NOMVULA O'MEARA"", 'RYAN LAM', 'VALLIE BROWN']"
258,5319,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA"", 'VALLIE BROWN']"
259,5337,2019,BOS,1,[1],['DEAN PRESTON']
260,5341,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'RYAN LAM', 'VALLIE BROWN', ""NOMVULA O'MEARA""]"
261,5342,2019,BOS,1,[1],['DEAN PRESTON']
262,5345,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
263,5410,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA"", 'DEAN PRESTON']"
264,5421,2019,BOS,1,"[1, 2, 3, 4]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM', ""NOMVULA O'MEARA""]"
265,5423,2019,BOS,1,[1],['DEAN PRESTON']
266,5433,2019,BOS,1,"[1, 2, 3, 4]","['RYAN LAM', 'VALLIE BROWN', 'DEAN PRESTON', ""NOMVULA O'MEARA""]"
267,5443,2019,BOS,1,"[1, 2, 3]","['DEAN PRESTON', 'VALLIE BROWN', 'RYAN LAM']"
268,5460,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
269,5517,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
270,5531,2019,BOS,1,[1],['VALLIE BROWN']
271,5532,2019,BOS,1,"[1, 2]","['VALLIE BROWN', 'DEAN PRESTON']"
272,5535,2019,BOS,1,[1],['VALLIE BROWN']
273,5541,2019,BOS,1,"[1, 2, 3, 4]","['VALLIE BROWN', 'DEAN PRESTON', 'RYAN LAM', ""NOMVULA O'MEARA""]"
